Timestamp,Device,Sensor,Sensor_Value
2019-05-22 13:00:08,0x99999,sensor_5,620
2019-05-22 13:00:08,0x99999,sensor_5,620
2019-05-22 14:43:06,0x99999,sensor_5,613
2019-05-22 14:43:08,0x99999,sensor_5,613
2019-05-22 14:43:08,0x99999,sensor_5,613
2019-05-22 14:45:03,0x99999,sensor_5,612
2019-05-22 14:46:03,0x99999,sensor_5,611
2019-05-22 14:48:06,0x99999,sensor_5,612
2019-05-22 14:48:06,0x99999,sensor_5,612
2019-05-22 14:48:07,0x99999,sensor_5,612
2019-05-22 14:49:09,0x99999,sensor_5,612
2019-05-22 14:49:09,0x99999,sensor_5,612
2019-05-22 14:49:10,0x99999,sensor_5,612
2019-05-22 14:50:05,0x99999,sensor_5,611
2019-05-22 14:50:06,0x99999,sensor_5,611
2019-05-22 14:50:07,0x99999,sensor_5,611
2019-05-22 14:52:01,0x99999,sensor_5,610
2019-05-22 14:52:04,0x99999,sensor_5,610
2019-05-22 15:00:06,0x99999,sensor_5,611
2019-05-22 16:00:06,0x99999,sensor_5,603
